Taxon	SC7493	SC7090	SC7285	SC7278	SC7494	SC7483	SC7288	SC7492	SC7482	SC7276	SC7291	SC7489	SC7289	SC7480	SC7290	SC7485	SC7277	SC7283	SC7294	SC7481	SC7281	SC7280	SC7293	SC7282	SC7477	SC7295	SC7484	B6donor	SC7279	SC1995	SC7496	SC1900	SC7292	SC7478	SC1993	SC7299	SC7576	SC7499	SC7287	SC7495	SC7296	SC7297	SC7498	SC7578	SC7490	SC7298	SC7491	SC7479	SC7488	SC7286	SC7497	SC7577	SC7476	SC7486	SC7487
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	5.63237489087e-05	4.6506220207e-05	0.000107706392374	0.000156236050353	8.62515094014e-05	8.39348665436e-05	8.26947461271e-05	6.04138347682e-05	0.0	0.000135756588437	2.78574811266e-05	8.32963127499e-05	0.000108127590557	0.000100796290697	4.13998675204e-05	8.29852562861e-05	4.65343539868e-05	0.000110791048083	8.29049908805e-05	3.53669319187e-05	5.55154610559e-05	0.000100732468953	6.72133351257e-05	3.91772771792e-05	2.56180350967e-05	7.38034613823e-05	0.000118027524019	8.74457107879e-05	1.87694733286e-05	0.0	3.13273393691e-05	4.7207666525e-05	6.29653533143e-05	2.25575782184e-05	3.12685657109e-05	0.000163701844374	2.54614894971e-05	0.000166172764284	1.7047972996e-05	5.40979172302e-05	5.0234847914e-05	7.57059580589e-05	3.28947368421e-05	0.0	5.18215266622e-05	0.000119852341915	3.06109954696e-05	7.30958530286e-05	8.99874017638e-05	7.16178471675e-05	0.0	2.41709368655e-05	0.0	0.000112755461593	9.13186411786e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	5.63237489087e-05	9.30124404139e-05	2.69265980936e-05	6.6958307294e-05	0.0	2.79782888479e-05	5.51298307514e-05	6.04138347682e-05	1.93397412343e-05	8.48478677731e-05	2.78574811266e-05	5.55308751666e-05	5.40637952784e-05	2.01592581393e-05	1.37999558401e-05	8.29852562861e-05	9.30687079737e-05	0.000110791048083	4.14524954402e-05	1.76834659593e-05	8.32731915839e-05	4.31710581226e-05	6.72133351257e-05	0.0	5.12360701934e-05	3.69017306912e-05	2.36055048037e-05	5.82971405253e-05	1.87694733286e-05	0.000108592371386	0.0	2.36038332625e-05	0.0001101893683	0.0	0.0	5.4567281458e-05	0.0	2.7695460714e-05	0.000102287837976	5.40979172302e-05	2.5117423957e-05	0.000100941277412	6.57894736842e-05	4.89380444357e-05	5.18215266622e-05	2.3970468383e-05	6.12219909391e-05	2.43652843429e-05	0.00014997900294	4.7745231445e-05	0.0	2.41709368655e-05	7.35429306858e-05	8.45665961945e-05	3.04395470595e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.000816694359177	0.000697593303104	0.00107706392374	0.00218730470494	0.00491633603588	0.00209837166359	0.00421743205248	0.0108140764235	0.00117972421529	0.000831509104176	0.00115608546675	0.00272101288316	0.00111731843575	0.00137082955347	0.000910797085449	0.0158778457027	0.00125642755764	0.00135719033902	0.000974133642845	0.000335985853227	0.000985399433742	0.000849030809745	0.00119303669848	7.83545543585e-05	0.000691686947611	3.69017306912e-05	0.00167599084106	0.00107849709972	0.00101355155974	0.00211755124203	0.000626546787381	0.00120379549639	0.000850032269744	0.000924860706955	0.00218879959976	0.00122776383281	0.00134945894335	0.00299110975711	0.00395512973507	0.000784419799838	0.00108004923015	0.000782294899942	0.00513157894737	0.00345013213272	0.00336839923304	0.00115058248238	0.00146932778254	0.00209541445349	0.00662907192993	0.00472677791306	0.00291003653025	0.00667117857488	0.000956058098915	0.00394644115574	0.00852307317667
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08114997876e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93397412343e-05	0.0	0.0	0.0	0.0	0.0	1.37999558401e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87694733286e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	0.0	2.32531101035e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43652843429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41709368655e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.351544678814	0.650738286246	0.392751359793	0.324100526739	0.406129607268	0.337725924682	0.655852031534	0.569551427277	0.315025044965	0.657554005668	0.387010056551	0.675616392714	0.500558659218	0.592178207842	0.446069772577	0.416005089762	0.496568091393	0.360763350321	0.400203117228	0.511564986737	0.417726086715	0.505835288023	0.44187726845	0.537473065622	0.625361854746	0.261448761947	0.476429903453	0.413122686332	0.507357633545	0.519017239039	0.382068230945	0.681961950621	0.490500102319	0.713248065688	0.68024764704	0.539533995416	0.368147676639	0.407344836181	0.619847250162	0.486854206113	0.414337025595	0.50740656623	0.403256578947	0.587452285407	0.675908172255	0.597056426483	0.707787437247	0.712294722479	0.55816185734	0.716035235981	0.356386601449	0.579014792613	0.626218054789	0.729584214235	0.478144405211
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80212650928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43903527075e-05	0.0	0.0	0.0	0.0	2.36055048037e-05	0.0	0.0	0.0	0.0	2.36038332625e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.7047972996e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	5.63237489087e-05	2.32531101035e-05	0.0	0.0	0.0	2.79782888479e-05	0.0	0.0	1.93397412343e-05	3.39391471092e-05	1.39287405633e-05	0.0	1.80212650928e-05	2.01592581393e-05	2.75999116803e-05	0.0	0.0	2.76977620208e-05	2.07262477201e-05	0.0	0.0	0.0	0.0	0.0	2.56180350967e-05	0.0	4.72110096074e-05	2.91485702626e-05	5.63084199857e-05	2.71480928465e-05	9.39820181072e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.3086382142e-05	0.0	0.0	2.5117423957e-05	0.0	3.28947368421e-05	0.0	0.0	0.0	3.06109954696e-05	2.43652843429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69695735546e-05	1.39287405633e-05	0.0	1.80212650928e-05	0.0	1.37999558401e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13273393691e-05	4.7207666525e-05	0.0	2.25575782184e-05	0.0	0.0	2.54614894971e-05	0.0	0.0	0.0	0.0	0.0	3.28947368421e-05	0.0	5.18215266622e-05	0.0	0.0	2.43652843429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76617520954e-05	0.0	5.53955240417e-05	0.0	0.0	1.3878865264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70489586151e-05	0.0	0.0	0.0	0.0	5.18215266622e-05	0.0	0.0	2.43652843429e-05	0.0	0.0	0.0	0.0	3.67714653429e-05	0.0	0.0
k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5235319353e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70489586151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81888653982e-05	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales	2.81618744544e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68033337814e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.71480928465e-05	0.0	2.36038332625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.28947368421e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.28947368421e-05	0.0	0.0	0.0	0.0	0.0	2.99958005879e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02069173841e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76617520954e-05	0.0	0.0	0.0	0.0	1.3878865264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71480928465e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67714653429e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81888653982e-05	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91485702626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cryptophyta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91485702626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56180350967e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5235319353e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles	0.0	2.32531101035e-05	0.0	2.23194357647e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.39287405633e-05	0.0	1.80212650928e-05	0.0	2.75999116803e-05	2.76617520954e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7695460714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	0.0	0.0	2.69265980936e-05	2.23194357647e-05	0.0	2.79782888479e-05	2.75649153757e-05	0.0	0.0	5.09087206638e-05	0.0	0.0	1.80212650928e-05	0.0	0.0	0.0	2.32671769934e-05	0.0	0.0	0.0	2.7757730528e-05	2.87807054151e-05	1.68033337814e-05	0.0	0.0	7.38034613823e-05	0.0	0.0	0.0	2.71480928465e-05	0.0	2.36038332625e-05	7.87066916429e-05	0.0	0.0	0.0	0.0	0.0	1.7047972996e-05	2.70489586151e-05	5.0234847914e-05	2.5235319353e-05	3.28947368421e-05	4.89380444357e-05	2.59107633311e-05	0.0	0.0	2.43652843429e-05	2.99958005879e-05	0.0	0.0	0.0	3.67714653429e-05	0.0	0.000121758188238
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93397412343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71480928465e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	5.63237489087e-05	2.32531101035e-05	0.0	4.46388715293e-05	0.0	0.0	0.0	3.02069173841e-05	1.93397412343e-05	3.39391471092e-05	2.78574811266e-05	0.0	1.80212650928e-05	2.01592581393e-05	2.75999116803e-05	8.29852562861e-05	4.65343539868e-05	5.53955240417e-05	8.29049908805e-05	1.76834659593e-05	5.55154610559e-05	2.87807054151e-05	3.36066675628e-05	0.0	2.56180350967e-05	7.38034613823e-05	0.0	0.0	1.87694733286e-05	5.4296185693e-05	0.0	2.36038332625e-05	3.14826766572e-05	0.0	3.12685657109e-05	0.0	5.09229789943e-05	0.0	3.4095945992e-05	2.70489586151e-05	2.5117423957e-05	5.04706387059e-05	3.28947368421e-05	2.44690222179e-05	5.18215266622e-05	0.0	3.06109954696e-05	9.74611373715e-05	0.0	4.7745231445e-05	3.09578354281e-05	0.0	0.0	2.81888653982e-05	3.04395470595e-05
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32671769934e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68033337814e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54614894971e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59107633311e-05	0.0	0.0	0.0	2.99958005879e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__FBP;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5117423957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10	0.0	0.0	2.69265980936e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39287405633e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71480928465e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.000337942493452	0.000209277990931	0.000403898971404	0.000111597178823	0.00109251911908	2.79782888479e-05	0.000165389492254	0.000422896843377	0.0	0.000509087206638	0.0015182327214	0.000138827187916	0.00333393404217	0.000141114806975	0.00300839037315	0.000331941025145	0.000116335884967	0.000969421670729	0.000497429945283	0.000106100795756	0.00321989674124	0.00179879408844	0.00399919343998	0.0	0.000179326245677	0.000811838075206	2.36055048037e-05	0.000116594281051	1.87694733286e-05	0.000162888557079	0.000125309357476	0.000306849832413	0.00314826766572	0.00013534546931	0.000156342828554	0.000491105533122	0.000967536600891	0.000249259146426	0.000153431756964	0.000297538544766	0.000426996207269	0.000100941277412	0.00157894736842	0.00117451306646	0.000414572213297	0.000431468430893	0.000397942941104	0.000268018127772	0.000239966404703	0.000549070161618	0.00148597610055	0.000773469979696	7.35429306858e-05	5.63777307963e-05	0.000243516376476
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	2.81618744544e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69695735546e-05	0.0	0.0	0.0	0.0	0.0	2.76617520954e-05	0.0	0.0	0.0	0.0	0.0	1.43903527075e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7283640729e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59107633311e-05	0.0	0.0	0.0	0.0	0.0	3.09578354281e-05	0.0	0.0	0.0	0.0
